From File,To File
agility/oodt/profile.py,agility/oodt/xmlutils.py
agility/oodt/query.py,agility/oodt/oodterrors.py
agility/oodt/query.py,agility/oodt/xmlutils.py
agility/oodt/tests/__init__.py,agility/oodt/tests/profileTest.py
agility/oodt/tests/__init__.py,agility/oodt/tests/queryTest.py
agility/oodt/tests/__init__.py,agility/oodt/tests/xmlutilsTest.py
agility/oodt/tests/profileTest.py,agility/oodt/profile.py
agility/oodt/tests/queryTest.py,agility/oodt/query.py
agility/oodt/tests/queryTest.py,agility/oodt/xmlutils.py
agility/oodt/tests/xmlutilsTest.py,agility/oodt/xmlutils.py
agility/oodt/webgrid.py,agility/oodt/query.py
agility/setup.py,agility/distribute_setup.py
app/fmbrowser/src/main/java/org/apache/oodt/cas/filemgr/browser/controller/TableListener.java,app/fmbrowser/src/main/java/org/apache/oodt/cas/filemgr/browser/view/menus/RightClickMenu.java
app/fmbrowser/src/main/java/org/apache/oodt/cas/filemgr/browser/controller/TableListener.java,app/fmbrowser/src/main/java/org/apache/oodt/cas/filemgr/browser/view/panels/HeaderCell.java
app/fmbrowser/src/main/java/org/apache/oodt/cas/filemgr/browser/controller/TableListener.java,app/fmbrowser/src/main/java/org/apache/oodt/cas/filemgr/browser/view/panels/HeaderRow.java
app/fmbrowser/src/main/java/org/apache/oodt/cas/filemgr/browser/controller/TableListener.java,app/fmbrowser/src/main/java/org/apache/oodt/cas/filemgr/browser/view/panels/HeaderSpacer.java
app/fmbrowser/src/main/java/org/apache/oodt/cas/filemgr/browser/controller/TableListener.java,app/fmbrowser/src/main/java/org/apache/oodt/cas/filemgr/browser/view/panels/Row.java
app/fmbrowser/src/main/java/org/apache/oodt/cas/filemgr/browser/controller/TableListener.java,app/fmbrowser/src/main/java/org/apache/oodt/cas/filemgr/browser/view/panels/TablePane.java
app/fmbrowser/src/main/java/org/apache/oodt/cas/filemgr/browser/controller/WindowListener.java,app/fmbrowser/src/main/java/org/apache/oodt/cas/filemgr/browser/model/CasDB.java
app/fmbrowser/src/main/java/org/apache/oodt/cas/filemgr/browser/controller/WindowListener.java,app/fmbrowser/src/main/java/org/apache/oodt/cas/filemgr/browser/model/Results.java
app/fmbrowser/src/main/java/org/apache/oodt/cas/filemgr/browser/controller/WindowListener.java,app/fmbrowser/src/main/java/org/apache/oodt/cas/filemgr/browser/view/MainWindow.java
app/fmbrowser/src/main/java/org/apache/oodt/cas/filemgr/browser/controller/WindowListener.java,app/fmbrowser/src/main/java/org/apache/oodt/cas/filemgr/browser/view/menus/MenuBar.java
app/fmbrowser/src/main/java/org/apache/oodt/cas/filemgr/browser/controller/WindowListener.java,app/fmbrowser/src/main/java/org/apache/oodt/cas/filemgr/browser/view/panels/BottomPane.java
app/fmbrowser/src/main/java/org/apache/oodt/cas/filemgr/browser/controller/WindowListener.java,app/fmbrowser/src/main/java/org/apache/oodt/cas/filemgr/browser/view/panels/MiddlePane.java
app/fmbrowser/src/main/java/org/apache/oodt/cas/filemgr/browser/controller/WindowListener.java,app/fmbrowser/src/main/java/org/apache/oodt/cas/filemgr/browser/view/panels/QueryPane.java
app/fmbrowser/src/main/java/org/apache/oodt/cas/filemgr/browser/controller/WindowListener.java,app/fmbrowser/src/main/java/org/apache/oodt/cas/filemgr/browser/view/panels/TablePane.java
app/fmbrowser/src/main/java/org/apache/oodt/cas/filemgr/browser/controller/WindowListener.java,app/fmbrowser/src/main/java/org/apache/oodt/cas/filemgr/browser/view/prompts/ConnectPrompt.java
app/fmbrowser/src/main/java/org/apache/oodt/cas/filemgr/browser/controller/WindowListener.java,app/fmbrowser/src/main/java/org/apache/oodt/cas/filemgr/browser/view/prompts/QueryBuilderPrompt.java
